category,recipe_name,recipe_url,description,ingredients,directions,serving,nutrition
Soups and Stews,Creamy Broccoli Soup Recipe,https://www.eatright.org/recipes/soups-and-stews/creamy-broccoli-soup-recipe,['This soup is ready to enjoy in less than 30 minutes. Fresh ingredients fill you up with fiber and protein.'],[],,[],[]
Soups and Stews,Slow-Cooker Turkey Chili Recipe,https://www.eatright.org/recipes/soups-and-stews/slow-cooker-turkey-chili-recipe,"[""Use the slow cooker to make this chili that your family will love and that won't keep you in the kitchen for hours.""]","['1 tablespoon olive oil 1 cup chopped onion 2 garlic cloves, minced 1½ pounds ground turkey 1 15-ounce can black beans, drained and rinsed 1 14½-ounce can low-sodium diced tomatoes with chilies 1 15-ounce can pizza sauce 1 10.75-ounce can reduced-sodium tomato soup 2 tablespoons chili powder 1 tablespoon reduced-sodium Worcestershire sauce ¼ teaspoon ground pepper']","Heat oil in a large pan over medium-high heat.,Add onion and garlic. Cook about 2 minutes until golden brown.,Add turkey, cook until broken up and browned, about 5 minutes. Transfer turkey mixture to a slow-cooker.,Stir in remaining ingredients. Cook on low heat for 8 hours, or high heat for 4 hours.",['Serves 8'],['Calories: 297; Total Fat: 11g; Saturated Fat: 2.5g; Sodium: 213mg; Total Carbohydrates: 26g; Protein: 7g']
Soups and Stews,"Quick Potato, Vegetable and Bean Stew Recipe",https://www.eatright.org/recipes/soups-and-stews/quick-potato-vegetable-and-bean-stew-recipe,['A savory and delicious stew that takes minutes to make but tastes like it has been simmering for hours. Perfect to warm your belly on a cool night.'],[],"Warm a large sauce pan over medium-high heat. Add oil, onions and garlic and all herbs and spices. Sauté 2-4 minutes or until onions are browned slightly and mixture is fragrant.,Sprinkle flour over mixture and stir to evenly distribute, cooking 1 minute longer.,Add stock (or water) and stir well to thoroughly incorporate flour.,Add potatoes, carrots and beans and stir to coat. Cover, increase heat to high and bring to a boil. Reduce heat to low and keep pot covered.,Simmer for 10 minutes or until vegetables are tender and gravy is thickened.",['Serving size 2 cups Serves 4'],['Calories: 246; Total fat: 4g; Saturated fat: 0g; Cholesterol: 0mg; Sodium: 528mg; Carbohydrates: 44g; Fiber: 8g; Sugars: 5g; Protein: 10g; Potassium: 767mg; Phosphorus: 203mg']
Soups and Stews,Gazpacho Recipe,https://www.eatright.org/recipes/soups-and-stews/gazpacho-recipe,"[""Here is a northerner's version of gazpacho, a traditional Spanish soup served cold. It's a perfectly refreshing way to use fresh summer vegetables.""]","['3 large tomatoes, diced 1 green bell pepper, seeded and diced 1 cucumber, diced 1 ripe avocado, peeled, pitted and diced ½ medium-size red onion, diced ¼ cup diced Kalamata olives, about 4 to 6 olives 3 tablespoons fresh cilantro, diced 2 tablespoons fresh basil, diced (or 2 teaspoons dried) 2 tablespoons fresh parsley, chopped 1 tablespoon fresh dill, diced (or 1 teaspoon dried) 2 cloves garlic, minced 2 tablespoons extra-virgin olive oil 2 tablespoons apple cider vinegar 1 teaspoon hot sauce 1 (46-ounce) can reduced-sodium tomato juice ¼ to ½ teaspoon freshly ground black pepper Croutons or breadsticks']","Combine all the ingredients, except croutons or breadsticks, in a large bowl. Stir well.,Cover and refrigerate at least 2 hours before serving. Serve with croutons.",['Serving size: 1 cup Serves 8'],['Calories: 190; Total fat: 13g; Saturated fat: 2.5g; Cholesterol: 0mg; Sodium: 440mg; Total carbohydrates: 17g; Dietary fiber: 5g; Protein: 5g']
Soups and Stews,Black Bean Soup with Miso and Ginger Recipe,https://www.eatright.org/recipes/soups-and-stews/black-bean-soup-with-miso-and-ginger-recipe,"['This satisfying, comforting soup delivers a big umami punch from miso\xa0and lots of good nutrition. Best served with good, chewy bread for dipping.']","['1 tablespoon canola or olive oil 1 small yellow onion, chopped, about ½ cup 1 medium carrot, chopped, about 1 cup 2 cloves garlic, minced 1 teaspoon grated ginger 2 14-ounce cans black beans, drained and rinsed 4 cups low-sodium vegetable stock or water 1 tablespoon red miso paste 1 tablespoon lemon juice 2 tablespoons chopped cilantro ½-inch ginger root cut into thin matchsticks, about 1 tablespoon, optional']","Heat oil in a heavy-bottomed pan. Add onion and carrot and sauté over medium heat until softened, about 5 minutes. Add garlic and ginger and sauté for a few more minutes.,Add beans and stock and bring to a boil. Reduce heat, cover with a lid and simmer for 15 minutes. Turn off heat.,Strain about ¼ cup of the liquid from the soup into a small bowl or cup. Add miso paste to the stock and mix to combine.,Gently stir to incorporate the miso paste until it is dissolved.,Before serving, add  lemon juice to the pan.,Adjust the seasoning and mash the soup slightly with a potato masher. This will thicken the soup without compromising the satisfying texture.,Sprinkle soup with chopped cilantro. Serve in bowls and, if desired, add a little fresh ginger.,Miso is a paste prepared from fermented soy beans. It is a staple in Japanese cooking used everywhere from soups to marinades. Red miso paste, used in this recipe, has more texture and a deeper flavor than mellower white miso paste. Do not add miso paste to the soup when it is still cooking or very hot. Heat will kill the live cultures in the paste that may provide health benefits.,The soup may not need any salt because miso paste is salty.,Sprinkling fresh ginger on the soup creates additional layer of flavor and adds freshness. However, if fresh ginger tastes too spicy to you, add just a little or omit it altogether.",['Serving size: 1¼ cup Serves 4 Calories: 179; Total Fat: 4g; Saturated Fat: 0g; Cholesterol: 0mg; Sodium: 743mg; Total Carbohydrate: 34g; Dietary Fiber: 11g; Sugars: 6g;  Protein: 9g; Potassium: N/A; Phosphorus: N/A'],[]
Soups and Stews,Sopa de Elote (Mexican Corn Soup) Recipe,https://www.eatright.org/recipes/soups-and-stews/sopa-de-elote-mexican-corn-soup-recipe,"[""Satisfying and delicious, thisSopa de Elote(Mexican Corn Soup) is filled with the authentic flavors of regional Mexican cooking. It's also economical!""]","['Vegetable oil cooking spray 5 cups corn kernels, fresh or frozen 6 cups reduced-sodium chicken broth 2 teaspoons olive oil, divided 1 small onion, chopped 1 medium-size clove of garlic, chopped 1 cup celery, chopped (2 ribs) 1 large ripe tomato or 3 ripe Roma tomatoes, chopped 2 medium-size fresh poblano chilis, seeded and cut into 2-by-¼-inch strips ¼ cup chopped cilantro, divided ½ teaspoon salt ¼ teaspoon black pepper ⅓ cup light sour cream']","Place corn in a 4-quart pot with chicken broth. Bring to a boil over medium heat; reduce to simmer and cook for 10 minutes. Remove 1 cup of the corn from the broth and reserve.,Coat a nonstick skillet with cooking spray and place over medium heat.,Add 1 teaspoon olive oil and sauté onion, garlic and celery for 5 minutes until softened.,Purée the onion mixture, broth, corn and tomatoes in a blender until smooth. Add purée to the pot and cook for 5 minutes.,Using the same nonstick skillet, sauté chilis in the remaining teaspoon of oil for 5 minutes. Add to the pot along with the reserved corn. (The peppers will blacken and become soft).,Add 2 tablespoons cilantro and the salt and pepper to the soup; cook for 5 minutes.,Remove from heat. Add sour cream and blend well. Garnish each serving with 1 teaspoon chopped cilantro and serve hot.",['Serving size: 1 cup Serves 4'],['Calories: 200; Total Fat: 6g; Saturated Fat: 2g; Cholesterol: 10mg; Sodium: 330mg; Total Carbohydrate: 33g; Dietary Fiber: 4g; Protein: 8g.']
Soups and Stews,Hot and Sour Szechuan Soup Recipe,https://www.eatright.org/recipes/soups-and-stews/hot-and-sour-szechuan-soup-recipe,"['Both hot and sour, this traditional Chinese soup has a unique balance and contrast of flavor. Served as a hot and hearty main dish soup or starter, it has the crisp texture of vegetables and the smoothness of tofu, the umami of mushrooms and sourness of vinegar\xa0— along with the rich color from the mushrooms and soy sauce with the spark of green onion garnish.']","['4 ounces lean pork chop, cut in thin 1-inch strips 1 teaspoon plus 2 tablespoons cornstarch, divided 2 teaspoons sugar 1 teaspoon plus 1 tablespoon low-sodium soy sauce, divided 4 cups low-sodium chicken broth 8 ounces firm or extra-firm tofu, drained and diced 8 ounces thinly sliced shiitake mushrooms 1 (8-ounce) can sliced bamboo shoots, drained 1 medium carrot, shredded 2 tablespoons water 1 large egg, well beaten 2 tablespoons rice wine vinegar 2 teaspoons sesame oil Salt and pepper, to taste 1 green onion, finely chopped 2 teaspoons shredded fresh ginger root (optional)']","Combine pork with 1 teaspoon cornstarch, sugar and 1 teaspoon soy sauce in a medium bowl. Stir to combine well; set aside for about 15 minutes while preparing other ingredients.,Bring chicken broth to a boil in a medium saucepan. Add pork, tofu, mushrooms, bamboo shoots and carrot. Cover and return to a boil.,Meanwhile combine remaining 2 tablespoons cornstarch and water in a small bowl. Blend well to dissolve cornstarch and remove lumps. Add cornstarch mixture to broth as it boils, stirring gently until slightly thickened.,Slowly drizzle the egg into thickened broth, allowing the egg to set into fine strands, about 30 seconds. Gently mix in remaining 1 tablespoon soy sauce, vinegar and sesame oil. Season with salt and pepper to taste.,To serve, ladle soup into individual bowls. Top with green onion and ginger root, if desired.,Shrimp or ham may be substituted for some or all of the pork. Or, eliminate the pork to make this a meatless soup.,If available, 3 ounces dried Chinese mushrooms, such as wood ears, may be used instead of shiitake. Soak in warm water, drain and cut in strips with hard stems removed.",['Serving size: 2 cups Serves 4'],['Calories: 260; Calories from fat: 100;\xa0Total fat: 12g; Saturated fat: 2.5g; Trans fat: 0g;\xa0Cholesterol: 70mg; Sodium 300mg;\xa0Total carbohydrate: 20g; Dietary fiber: 4g; Sugars: 5g;\xa0Protein: 24g']
Soups and Stews,Spiced Fruit Soup Recipe,https://www.eatright.org/recipes/soups-and-stews/spiced-fruit-soup-recipe,"['A Scandinavian dish, fruit soup — calledfruktsoppain Swedish — can be made with almost\nany dried fruit you have on hand: dried apples, apricots, cherries,\ncurrants, dates, mango, prunes (dried plums), raisins and\nmore. Enjoyed for breakfast, a snack or dessert, this soup delivers plenty of\nnutrition and sweetness without adding sugar.']","['½ cup finely chopped dried apples ½ cup finely chopped dried apricots ½ cup dried cranberries or cherries ½ cup pitted finely chopped prunes (dried plums) ½ cup raisins or currants 1 medium orange, grated and juiced 2 tablespoons pearl tapioca 1 tablespoon peeled and minced ginger root 1 cinnamon stick 1 star anise or ½ teaspoon crushed fennel seed 5 cups water 1 cup pomegranate juice, cranberry-apple cocktail or apple juice Unflavored fat-free yogurt, for garnish']","Combine the dried fruits in a large saucepan. Mix in grated orange and orange juice, tapioca, ginger root, cinnamon stick and star anise.,Add the water and bring to a boil; lower heat to medium-low and simmer for about 20 to 30 minutes, until the fruit is tender.,Stir in pomegranate juice; heat for 5 minutes. Remove the cinnamon stick and star anise.,Serve warm or cold, topped with a dollop of yogurt.,As a variation, use an equal amount of any
    mixture of dried fruits.,If desired, slightly cool some of the simmered fruit mixture. Purée it with
    an immersion blender, then return it to the soup.",['Serving size: About ¾ cup Serves 8'],['Calories:\n140; Calories from fat: 0; Total fat: 0g; Saturated fat: 0; Trans fat: 0g;\nCholesterol: 0mg; Sodium: 20mg; Total carbohydrate: 36g; Dietary fiber: 2g;\nSugars: 26g; Protein: 1g']
Soups and Stews,Caribbean Callaloo with Fresh Greens and Ham Recipe,https://www.eatright.org/recipes/soups-and-stews/caribbean-callaloo-with-fresh-greens-and-ham-recipe,"[""Named for its key ingredient — callaloo leaves — hearty callaloo is a distinctly\nCaribbean dish, with differing versions from Jamaica to Trinidad. Callaloo greens aren't widely available\nin the United States. However, this thick, nourishing soup can be prepared with kale or spinach instead. In the islands, callaloo is typically served\nover cooked rice (try brown rice), making it a great one-pot meal, perhaps served\nwith cooked plantains.""]","['2 tablespoons canola or vegetable oil 1 medium onion, coarsely\nchopped 2 cloves garlic, minced 1 pound fresh kale or spinach,\nstems removed, chopped 1 cup trimmed, sliced\nokra (fresh or frozen) 1 medium sweet potato, peeled and diced ½ jalapeño pepper,\nseeded and minced 6 cups low-sodium vegetable\nbroth ½ pound extra-lean ham\nor smoked turkey, diced ¼ cup freshly squeezed\nlime juice 1 tablespoon fresh thyme\n(or 1 teaspoon dried thyme) Freshly ground pepper,\nto taste']","Heat
    oil in a large pot over medium-high heat. Add onion and garlic. Cook and stir for about 5 minutes, or
    until the onion is translucent.,Remove
    from heat. Add kale or spinach. Add okra, sweet potato and jalapeño pepper.,Pour
    the broth over the vegetable mixture. Bring to a boil. Reduce heat
    and cover. Simmer for about 15
    minutes until the vegetables are tender.,Stir
    in ham, lime juice and thyme. Continue cooking for about 2 to 3 minutes until the mixture is heated
    through. Season with pepper.,To make a milder callaloo, use less jalapeño pepper.,In Trinidad and Tobago, ½ cup coconut milk is added as another cooking liquid. Since coconut milk is high in saturated fat, it is not used in this
    recipe.",['Serving size: 1½ cups Serves 8'],['Calories: 130; Calories From Fat: 45; Total Fat: 5g; Saturated Fat: 1g; Trans Fat: 0g;\nCholesterol: 10mg; Sodium: 470mg; Total Carbohydrate: 14g; Dietary Fiber: 3g;\nSugars: 3g; Protein: 9g.']
Soups and Stews,Potato and Kale Soup Recipe,https://www.eatright.org/recipes/soups-and-stews/potato-and-kale-soup-recipe,"['Potatoes are healthy comfort food: One potato has more fiber than a bowl of oatmeal and more potassium than a banana. Kale is the super star of vegetables: It contains ACE (three healthy antioxidants), blood builders such as iron and vitamin K, and bone builders such as calcium and magnesium. Put them together for this hearty soup that is perfect for a family dinner.']","2 tablespoons olive oil 2 cups chopped yellow onion (about 1 large onion) 1½ cups chopped carrots (about 3 carrots) 1½ cups chopped celery (about 3 stalks) 4 cloves garlic, minced 1 tablespoon whole fennel seeds Sea salt & pepper, to taste 1 can (15 ounce) white beans, rinsed & drained 6 cups cubed (about 1-inch pieces) potatoes 4 cups chopped kale (about 1 bunch) 4 cups low-sodium vegetable broth 4 cups water,Toppings: 6 ounces low-fat Greek yogurt ½ cup chopped fresh chives","Sauté oil, onion, carrots, celery, garlic, fennel seeds, salt and pepper for 8 minutes.,Puree beans until smooth and stir into veggie mixture.,Add in potatoes, kale, broth and water.,Bring to boil, cover and simmer for 20-30 minutes, until potatoes are tender.,With hand blender, puree 50% of the soup until smooth.,Top each serving with dollop of yogurt and chopped chives.",['Serving size: 1 cup Serves 12'],['Calories: 170; Total Fat: 3.5g; Saturated Fat: 0g; \xa0Trans\xa0Fat: 0g; Cholesterol: 0mg; Sodium: 190mg; Total Carbohydrate: 31g; Dietary Fiber: 6g; Sugars: 4g; Protein: 5g; Vitamin A: 150%; Vitamin C: 90%; Calcium: 10%; Iron: 10%.']
Desserts,Honey Roasted Plums Recipe,https://www.eatright.org/recipes/desserts/honey-roasted-plums-recipe,"Fresh plums are drizzled with honey and roasted to perfection. Top with protein-packed Greek yogurt and crunchy walnuts for a satisfying treat.,Prep Time:5 minutesCooking Time:10 minutes","['4 small plums, halved and pitted 2 tablespoons (45 milliliters) honey, divided ¼ cup plain nonfat Greek yogurt ¼ cup walnuts, roughly chopped']","Preheat oven to 400°F (204°C).,Place plum halves cut side up on a baking sheet lined with parchment paper.,Drizzle 1 tablespoon honey evenly over plums.,Roast plums for 10 minutes, or until tender and edges begin to brown.,To serve, transfer two plum halves to a plate and top each with 1 tablespoon yogurt and 1 tablespoon chopped walnuts. Repeat with remaining plum halves. Drizzle the remaining 1 tablespoon honey evenly over all halves before serving.",['Serves: 4 Serving size: 2 plum halves with toppings (105 grams)'],"['132 calories, 5g total fat, 0g saturated fat, 1mg cholesterol, 16mg sodium, 22g carbohydrate, 1g fiber, 10g sugar, 3g protein, 115mg potassium, 56mg phosphorus']"
Desserts,Mango Coconut Rice Pudding Recipe,https://www.eatright.org/recipes/desserts/mango-coconut-rice-pudding-recipe,"For a sweet snack, soak jasmine rice in a mixture of coconut milk, coconut sugar and vanilla extract and top with mango chunks.,Prep Time:5 minutesCooking Time: 40 minutes",['1 cup dry jasmine rice 6 tablespoons unsweetened coconut flakes 13.5-ounce can (407 milliliters) lite coconut milk 2 tablespoons coconut sugar 1 teaspoon (1 milliliter) vanilla extract 1½ cups frozen mango chunks'],"Preheat oven to 375°F (190°C).,Boil 1¾ cup water in a medium pot over medium-high heat. While water is boiling, add rice and reduce to a simmer. Cover and cook for 20 to 22 minutes. When rice is cooked, remove the lid and fluff with a fork. Let sit for another 4 to 5 minutes.,Line a pan with foil or parchment paper and spread coconut flakes in an even layer. Place in oven on the middle rack and toast for 2 minutes. Remove coconut flakes from the oven and set aside to cool.,Heat coconut milk in a small saucepan over low heat. Add coconut sugar and vanilla extract and heat for 4 to 5 minutes, stirring occasionally. Once heated through, pour mixture over the cooked rice and mix well. Mix in half of the toasted coconut flakes. Cover and let sit for at least 15 to 20 minutes.,Chop frozen mango chunks into smaller, bite-size pieces.,When ready to serve, scoop rice pudding into serving dishes and top each serving with ¼ cup frozen mango and 1 tablespoon toasted coconut flakes.","['Serves: 6 Serving size: ¾ cup rice, ¼ cup mango, plus 1 tablespoon coconut flakes (180 grams)']","['191 calories, 5g total fat, 4g saturated fat, 0mg cholesterol, 6mg sodium, 35g carbohydrate, 1g fiber, 7g sugar, 2g protein, NA potassium, NA phosphorus']"
Desserts,Espresso Vanilla Bean Chickpea Blondies Recipe,https://www.eatright.org/recipes/desserts/espresso-vanilla-bean-chickpea-blondies-recipe,"This legume-filled sweet treat has a hint of coffee flavor and flecks of vanilla bean.,Prep Time:15 minutesCooking Time:30 minutes","['Cooking spray 1½ cups canned chickpeas, drained and rinsed ⅓ cup creamy no-stir peanut butter ½ cup brown sugar, packed 1 tablespoon vanilla bean paste 2 tablespoons instant espresso powder ¼ cup quick oats 2 tablespoons ground flaxseed ¼ teaspoon baking soda ¼ teaspoon baking powder ½ teaspoon kosher salt Pinch flaky salt for topping (optional)']","Preheat oven to 350°F (176°C). Prepare an 8½-by-4½-inch loaf pan with cooking spray and line with parchment paper. Set aside.,Add chickpeas, peanut butter, brown sugar, vanilla bean paste, espresso powder, oats, flaxseed, baking soda, baking powder and salt to a food processor and blend until thoroughly combined and smooth, scraping sides one to two times during processing. Transfer batter to loaf pan and smooth top with spatula. Bake for 30 minutes, or until top is set.,Allow blondies to cool in the pan on a wire rack for at least 20 minutes. Lift parchment paper, transfer blondies to cutting board and cool for 15 minutes. Use a knife to cut into eight squares. Store leftover squares in an airtight container in the refrigerator.",['Serves 8 Serving Size: 1 blondie (63 grams)'],['Calories: 186; Total Fat: 7g; Saturated Fat: 1g; Cholesterol: 0mg; Sodium: 362mg; Carbohydrate: 26g; Fiber: 3g; Sugar: 15g; Protein: 6g; Potassium: N/A; Phosphorus: N/A.']
Desserts,"Quick Grape ""Ice Cream"" Recipe",https://www.eatright.org/recipes/desserts/quick-grape-ice-cream-recipe,"Frozen red and green grapes are transformed into a decadent and satisfying dessert in minutes.,Prep Time: 4 minutes","['1½ cup seedless frozen green grapes ½ cup seedless frozen red grapes 1 tablespoon Greek yogurt 1 tablespoon slivered almonds, toasted']","In a food processor or high-powered blender, puree frozen grapes and yogurt to desired consistency.,Scoop into dessert bowls and top with almonds. Drizzle with maple syrup or honey, if desired.",['Serves : 2 Serving Size: ½ cup “ice cream” plus ½ tablespoon almonds (160 grams)'],"['142 calories, 3g total fat, 1g saturated fat, 1mg cholesterol, 7mg sodium, 29g carbohydrate, 2g fiber, 24g sugar, 3g protein, 337mg potassium, 68mg phosphorus']"
Desserts,Coconut-Topped Chocolate Cake Recipe,https://www.eatright.org/recipes/desserts/coconut-topped-chocolate-cake-recipe,"Inspired by the popular Venezuelan dessertnegro en camisa, this modified version replaces butter, sugar and English cream with avocado, dried plums and coconut, respectively.,Prep Time:25 minutesCooking Time:45 minutes","['2 peeled and pitted avocados 1⅓ cup dried plums ½ cup (125 milliliters) 1% milk 2½ cups 70% dark chocolate chips 6 eggs, yolks and whites separated ¾ cup whole-wheat flour 2 tablespoons shredded unsweetened coconut']","Preheat oven to 350°F (177°C).,In a blender, puree avocado with 2 tablespoons water. Transfer to a bowl and set aside.,Separately, puree dried plums with ½ cup water and set aside.,In a 4-quart stockpot or double boiler, heat 1 cup water over high heat.,Place a glass or stainless-steel bowl inside the stockpot and add milk to the bowl.,Once water starts to simmer, reduce heat to low and add chocolate chips to the milk.,Stir frequently with a heat-proof rubber spatula until chocolate becomes silky smooth.,Once chocolate is melted, stir in avocado and plum purees.,Add egg yolks to the chocolate mixture and stir, then transfer mixture to a large mixing bowl.,Stir flour into the mixture, then gently whip and fold in egg whites.,Transfer the mixture into a greased 11-by-7-inch baking dish and bake for 45 minutes, or until a toothpick in the center comes out clean.,To serve, cut into 3-by-3-inch squares and sprinkle with shredded coconut.",['Serves : 12 Serving Size: 3-by-3-inch square piece plus 1 teaspoon shredded coconut (99 grams)'],"['296 calories, 13g total fat, 6g saturated fat, 94mg cholesterol, 45mg sodium, 45g carbohydrate, 7g fiber, 29g sugar, 7g protein, N/A potassium, N/A phosphorus']"
Desserts,Simple Date Syrup Recipe,https://www.eatright.org/recipes/desserts/simple-date-syrup-recipe,"A versatile sweetener with caramel-like flavor from dates, this syrup can be used in place of honey or maple syrup in baking, tea or homemade dressings and sauces.,Prep Time: 40 minutesCooking Time: 40 minutes",['2¼ cups (530 milliliters) water 1½ cups pitted Deglet Noor dates'],"In a medium saucepan, bring water to a boil.,Meanwhile, chop dates into small pieces of uniform size and place in a large bowl.,Once water is boiling, pour it over the chopped dates and let soak for 30 minutes.,Using an immersion blender or blender, blend dates and water until smooth.,Use a nut milk bag or muslin cloth over a fine mesh strainer (on top of a large bowl) to squeeze out liquid from the date solids, which should yield about 2 cups of thin liquid.,Transfer the liquid to a medium saucepan.,Bring to a boil, then lower heat to simmer and cook 30 minutes or until thickened to desired consistency, stirring occasionally.,Remove saucepan from heat and let cool before transferring to a clean glass jar or other storage container.",['Serves 12 Serving size: 1 tablespoon (15 grams)'],"['This recipe originally appeared in Food & Nutrition Magazine ® , published by the Academy of Nutrition and Dietetics.']"
Desserts,Spicy Grilled Pineapple with Coconut Whipped Cream Recipe,https://www.eatright.org/recipes/desserts/spicy-grilled-pineapple-with-coconut-whipped-cream-recipe,"A dash of cayenne pepper puts a spicy twist on a classic summer dessert.,Prep Time: 10 minutesCooking Time: 15 minutes","['1 pineapple 2 tablespoons brown sugar ½ teaspoon ground cinnamon ¼ teaspoon cayenne pepper 1 (13.5-ounce) [400 milliliters] can full-fat coconut milk, refrigerated at least 8 hours ½ teaspoon [3 milliliters] pure vanilla extract']","Place a metal mixing bowl and beaters or whisk attachment in the freezer to chill.,Lay pineapple on its side on a sturdy cutting board and chop off the green top and hard bottom (about ½ inch off each side).,Stand pineapple upright and carefully cut off skin, working all the way around. Remove any hard “eyes” with a small paring knife.,Lay pineapple on its side and slice into 6 ½-inch rounds. Use a paring knife or small circular cookie cutter to carefully remove the core from each slice.,Arrange rings in a single layer on a cutting board and discard core and peel.,Heat grill or grill pan over medium-high heat.,In a small bowl, combine brown sugar, cinnamon and cayenne pepper.,Massage half the spice rub on one side of pineapple slices, then flip and repeat on the other side with the remaining spice rub.,Grill pineapple rings until browned, about 3 to 5 minutes per side.,Remove chilled can of coconut milk from the refrigerator, carefully turn the can upside down (taking care not to shake it) and open the bottom. Pour out the liquid and save for a later use.,Scoop out the thick solids and place in the cold mixing bowl.,Beat the cream solids with a mixer until creamy with stiff peaks, about 2 to 4 minutes.,Add vanilla extract and mix for 30 seconds until well combined.,To assemble, arrange one pineapple ring on a small plate and top with 2 tablespoons coconut whipped cream.,Garnish with extra cinnamon if desired.",['Serves : 6 Serving Size: 1 pineapple ring (110 grams) and 2 tablespoons coconut whipped cream (30 grams)'],"['107 calories, 7g total fat, 6g saturated fat, 0mg cholesterol, 6mg sodium, 12g carbohydrate, 1g fiber, 9g sugar, 1g protein, 144mg potassium, 37mg phosphorus']"
Desserts,Poached Pears with Caramel Sauce Recipe,https://www.eatright.org/recipes/desserts/poached-pears-with-caramel-sauce-recipe,"['This recipe, which combines pears with the rich taste of caramel, makes a delicious treat throughout the year.']","['4 firm and ripe medium-sized pears, such as Bosc or Bartlett ¼ cup lemon juice ¼ cup prepared caramel sauce or caramel topping']","Peel pears, leaving the stems attached. Cut a thin slice from the bottom of each pear, so the pear will
    stand.,Place pears in a saucepan large enough to fit 4 pears without the fruit toppling. Add lemon juice and 4
    cups water.,Bring to a boil, reduce heat to simmer, and cook for 10 to 15 minutes or until pears are tender but not falling
    apart.,Drain the liquid. Place pears on a plate, cover and chill 3 hours or overnight.,Arrange pears on individual dessert dishes. Drizzle caramel sauce over pears, making a small puddle of
    sauce on the plate.",['Serving size: 1 pear Serves 4'],['Calories: 100; Total Fat 0.5g; Saturated Fat: 0g; Cholesterol: 0mg; Sodium: 20mg; Total Carbohydrate: 24g; Dietary\nFiber: 3g; Protein: 1g']
Desserts,Mini Bananas Foster Pudding Cups Recipe,https://www.eatright.org/recipes/desserts/mini-bananas-foster-pudding-cups-recipe,"Creamy, sweetened banana pudding topped with caramelized bananas and pecans can be served warm or cool.,Prep Time: 10 minutesCooking Time: 20 minutes","['3 medium bananas, divided 1½ cups (360 milliliters) 2% milk, divided 2 tablespoons pure maple syrup 1 large egg 2 tablespoons cornstarch 1 teaspoon ground cinnamon, divided ⅛ teaspoon sea salt ¼ cup chopped pecans 1 teaspoon unsalted butter']","In a medium bowl, mash 2 bananas with a fork until a thick puree is achieved.,Whisk ½ cup milk, maple syrup and egg into bananas until combined.,Add cornstarch, ¾ teaspoon cinnamon and salt; whisk for approximately 2 minutes.,Place a medium pan on stove over medium heat and add the banana mixture.,Slowly stir in remaining 1 cup milk and continue to stir for 3 to 4 minutes or until the pudding begins to set.,When the back of the spoon is coated with pudding, remove from heat and continue to stir for 30 seconds. Set aside and let cool for 10 minutes.,Slice remaining banana into ½-inch pieces and set aside.,To a medium nonstick skillet, add chopped pecans and toast over medium heat for about 5 minutes, stirring constantly. Remove from heat and place in a small bowl.,Add butter to skillet and turn heat to low. Once butter begins to melt, stir in sliced bananas and cook over medium heat for 5 to 8 minutes, stirring frequently with a spatula.,Once caramelization occurs (bananas will appear brown and shiny), remove from heat and stir in ¼ teaspoon cinnamon.,Assemble mini pudding cups by placing ½ cup pudding in the bottom of 4 small containers. Top each with 3 tablespoons bananas and 1 tablespoon pecans.","['Serves : 4 Serving Size: ½ cup pudding, 3 tablespoons bananas and 1 tablespoon pecans (570 grams)']","['225 calories, 10g total fat, 3g saturated fat, 57mg cholesterol, 149mg sodium, 31g carbohydrate, 3g fiber, 18g sugar, 6g protein, 411mg potassium, 141mg phosphorus']"
